epoch,accuracy,loss,val_accuracy,val_loss
0,0.6803653240203857,2.073038101196289,0.6849315166473389,1.1163583993911743
1,0.6803653240203857,1.1460107564926147,0.6826484203338623,0.7974491119384766
2,0.6803653240203857,0.877277672290802,0.6826484203338623,0.7908738255500793
3,0.6803653240203857,0.8740291595458984,0.6803653240203857,0.7796061635017395
4,0.6803653240203857,0.8594750761985779,0.6803653240203857,0.7633959054946899
5,0.6803653240203857,0.8188473582267761,0.6803653240203857,0.7539564967155457
6,0.6803653240203857,0.8002267479896545,0.6826484203338623,0.7453382611274719
7,0.6803653240203857,0.7328277230262756,0.6803653240203857,0.738119900226593
8,0.6803653240203857,0.7315260171890259,0.6826484203338623,0.7349233627319336
9,0.6803653240203857,0.7457510828971863,0.6803653240203857,0.7266314029693604
