epoch,accuracy,loss,val_accuracy,val_loss
0,0.6330274939537048,0.6868095397949219,0.7060605883598328,0.6220371127128601
1,0.6574923396110535,0.6000828146934509,0.5363636612892151,0.8093151450157166
2,0.6972476840019226,0.5703620314598083,0.8242424130439758,0.5203507542610168
3,0.7400611639022827,0.4913361370563507,0.8121212124824524,0.4520316421985626
4,0.856269121170044,0.3445901572704315,0.8666666746139526,0.2913399338722229
5,0.8501529097557068,0.34182509779930115,0.8757575750350952,0.2608906924724579
6,0.9785932898521423,0.1303952932357788,0.9939393997192383,0.07285641133785248
7,0.9969419240951538,0.04365650191903114,1.0,0.021253574639558792
8,1.0,0.017018944025039673,1.0,0.01014360785484314
9,1.0,0.010303429327905178,1.0,0.007096078246831894
