epoch,accuracy,loss,val_accuracy,val_loss
0,0.6483180522918701,0.6714072227478027,0.739393949508667,0.653486967086792
1,0.7125382423400879,0.5601473450660706,0.6939393877983093,0.6207944750785828
2,0.7217125296592712,0.5371448993682861,0.5060606002807617,0.6949381232261658
3,0.78899085521698,0.4552411139011383,0.8696969747543335,0.41429731249809265
4,0.8776758313179016,0.2725426256656647,0.8727272748947144,0.3193064332008362
5,0.9847095012664795,0.09132888913154602,0.8727272748947144,0.2647905647754669
6,0.9816513657569885,0.07727865874767303,1.0,0.03717680647969246
7,0.9969419240951538,0.017026951536536217,1.0,0.005670362617820501
8,1.0,0.0035439433995634317,1.0,0.0027148695662617683
9,1.0,0.002552116522565484,1.0,0.0023885981645435095
