epoch,accuracy,loss,val_accuracy,val_loss
0,0.6666666865348816,0.6407917141914368,0.6666666865348816,0.63118577003479
1,0.8333333134651184,0.20575235784053802,0.8333333134651184,0.43941614031791687
2,1.0,0.09003555774688721,0.6666666865348816,0.6023154854774475
3,1.0,0.07041872292757034,0.6666666865348816,0.6271346807479858
4,1.0,0.012263360433280468,0.8333333134651184,0.40896737575531006
5,1.0,0.006708988454192877,0.6666666865348816,0.6957060694694519
6,1.0,0.007128347177058458,0.8333333134651184,0.41259464621543884
7,1.0,0.005881435703486204,0.8333333134651184,0.41197577118873596
8,1.0,0.005848973989486694,0.6666666865348816,0.720794677734375
9,1.0,0.00449753412976861,0.8333333134651184,0.3939380347728729
