epoch,accuracy,loss,val_accuracy,val_loss
0,0.6880733966827393,0.7756167054176331,0.4121212065219879,0.7858358025550842
1,0.6605504751205444,0.5956772565841675,0.739393949508667,0.6069586873054504
2,0.7155963182449341,0.5418491959571838,0.8454545736312866,0.5015358924865723
3,0.7247706651687622,0.5091530084609985,0.699999988079071,0.5779749751091003
4,0.8165137767791748,0.4041978418827057,0.8666666746139526,0.32486480474472046
5,0.8348624110221863,0.3301413655281067,0.7636363506317139,0.3450692296028137
6,0.856269121170044,0.3230184018611908,0.8696969747543335,0.41561225056648254
7,0.8715596199035645,0.28676140308380127,0.8727272748947144,0.26736634969711304
8,0.8837920427322388,0.24063709378242493,0.8727272748947144,0.2545849680900574
9,0.9021406769752502,0.2136221081018448,0.8727272748947144,0.29562029242515564
