epoch,accuracy,loss,val_accuracy,val_loss
0,0.6299694180488586,0.6717406511306763,0.44545453786849976,0.700377881526947
1,0.6758409738540649,0.5843170285224915,0.49696969985961914,0.7494656443595886
2,0.8073394298553467,0.41720423102378845,0.821212112903595,0.402026504278183
3,0.9357798099517822,0.19222059845924377,0.4363636374473572,1.0805422067642212
4,0.9388379454612732,0.15310941636562347,0.8787878751754761,0.25111275911331177
5,0.9969419240951538,0.0260442066937685,1.0,0.01583067514002323
6,1.0,0.014650496654212475,1.0,0.01096891239285469
7,1.0,0.00608909223228693,1.0,0.0037279955577105284
8,1.0,0.003600018797442317,1.0,0.0020645656622946262
9,1.0,0.0023265015333890915,1.0,0.0015409382758662105
