epoch,accuracy,loss,val_accuracy,val_loss
0,0.6636085510253906,0.7212080955505371,0.6696969866752625,0.6414355635643005
1,0.6880733966827393,0.576858401298523,0.6696969866752625,0.6235601305961609
2,0.7828746438026428,0.47644421458244324,0.4363636374473572,0.828545331954956
3,0.8899082541465759,0.2970246970653534,0.8151515126228333,0.3979381322860718
4,0.966360867023468,0.1290746033191681,1.0,0.06775223463773727
5,0.9969419240951538,0.03266184777021408,1.0,0.04295434430241585
6,1.0,0.008067616261541843,1.0,0.00993161741644144
7,1.0,0.006596009712666273,1.0,0.004300818312913179
8,1.0,0.002979632467031479,1.0,0.0023559166584163904
9,1.0,0.0023098718374967575,1.0,0.0017490665195509791
