epoch,accuracy,loss,val_accuracy,val_loss
0,0.6027397513389587,2.372575521469116,0.6484017968177795,0.963643491268158
1,0.6621004343032837,1.6709818840026855,0.6849315166473389,0.8429246544837952
2,0.6803653240203857,1.8130453824996948,0.6324200630187988,0.885387659072876
3,0.6803653240203857,1.796985387802124,0.6757990717887878,0.8777255415916443
4,0.6666666865348816,1.8696653842926025,0.6735159754753113,0.8069291710853577
5,0.7168949842453003,1.2254462242126465,0.6780821681022644,0.6453468203544617
6,0.7031963467597961,1.149330496788025,0.6369863152503967,0.671477735042572
7,0.7168949842453003,1.26229989528656,0.6575342416763306,0.6842737197875977
8,0.767123281955719,1.007364273071289,0.6917808055877686,0.562953770160675
9,0.7305936217308044,0.6572183966636658,0.6666666865348816,0.5735954642295837
