epoch,accuracy,loss,val_accuracy,val_loss
0,0.639143705368042,0.6978905200958252,0.469696968793869,0.713027834892273
1,0.718654453754425,0.5617778301239014,0.5303030014038086,0.7121499180793762
2,0.7094801068305969,0.5628841519355774,0.5333333611488342,0.7565351724624634
3,0.7798165082931519,0.4780755341053009,0.9696969985961914,0.36513465642929077
4,0.8470947742462158,0.34017279744148254,0.978787899017334,0.2217634916305542
5,0.9418960213661194,0.18892580270767212,0.939393937587738,0.17214715480804443
6,0.9755351543426514,0.0892365500330925,1.0,0.02432379499077797
7,0.9969419240951538,0.028074515983462334,1.0,0.014280224218964577
8,1.0,0.007418215274810791,1.0,0.006002120673656464
9,1.0,0.004686235450208187,1.0,0.0028399007860571146
