epoch,accuracy,loss,val_accuracy,val_loss
0,0.5932721495628357,0.7038241624832153,0.39393940567970276,0.7703569531440735
1,0.752293586730957,0.540919303894043,0.3969697058200836,0.8981794714927673
2,0.7951070070266724,0.43093475699424744,0.49696969985961914,0.7231060862541199
3,0.9541284441947937,0.17191661894321442,0.5424242615699768,0.8745443820953369
4,0.9877675771713257,0.07361646741628647,0.9878787994384766,0.09529265016317368
5,1.0,0.038016967475414276,0.8969696760177612,0.24452614784240723
6,1.0,0.012037438340485096,1.0,0.012280691415071487
7,1.0,0.006262083537876606,1.0,0.006177079863846302
8,1.0,0.00274828914552927,1.0,0.0021143504418432713
9,1.0,0.0021417089737951756,1.0,0.0018819960532709956
